"date" "word" "n" "year_total" "word_total"
1999-09-15 "security" 1690 207336 58620
1999-09-15 "session" 566 207336 29355
1999-09-15 "settlement" 168 207336 10468
1999-09-15 "situation" 358 207336 22626
1999-09-15 "social" 579 207336 21320
1999-09-15 "solution" 141 207336 14990
1999-09-15 "south" 311 207336 26854
1999-09-15 "special" 278 207336 12822
1999-09-15 "stability" 372 207336 11323
1999-09-15 "support" 662 207336 30258
1999-09-15 "system" 399 207336 16129
1999-09-15 "terrorism" 198 207336 11726
1999-09-15 "time" 523 207336 25425
1999-09-15 "trade" 399 207336 12834
1999-09-15 "union" 195 207336 10537
1999-09-15 "united" 3047 207336 120949
1999-09-15 "view" 227 207336 11343
1999-09-15 "war" 463 207336 21426
1999-09-15 "weapons" 376 207336 16939
1999-09-15 "world" 1758 207336 89132
2000-09-15 "achieve" 192 183634 10213
2000-09-15 "action" 337 183634 16503
2000-09-15 "africa" 366 183634 29980
2000-09-15 "african" 276 183634 18219
2000-09-15 "agreement" 239 183634 12320
2000-09-15 "arab" 105 183634 11247
2000-09-15 "arms" 234 183634 11210
2000-09-15 "assembly" 734 183634 39932
2000-09-15 "assistance" 267 183634 11561
2000-09-15 "based" 214 183634 10704
2000-09-15 "challenges" 333 183634 10170
2000-09-15 "change" 121 183634 11309
2000-09-15 "charter" 268 183634 16097
2000-09-15 "commitment" 307 183634 10328
2000-09-15 "common" 239 183634 10870
2000-09-15 "community" 819 183634 37936
2000-09-15 "conference" 362 183634 21701
2000-09-15 "conflict" 419 183634 16727
2000-09-15 "conflicts" 353 183634 11456
2000-09-15 "continue" 400 183634 19221
2000-09-15 "cooperation" 617 183634 17552
2000-09-15 "council" 839 183634 29218
2000-09-15 "countries" 1565 183634 85811
2000-09-15 "country" 690 183634 39541
2000-09-15 "crisis" 141 183634 12500
2000-09-15 "delegation" 180 183634 12971
2000-09-15 "democratic" 390 183634 14000
2000-09-15 "determination" 131 183634 10119
2000-09-15 "developed" 316 183634 12428
2000-09-15 "developing" 547 183634 26012
2000-09-15 "development" 1450 183634 63063
2000-09-15 "disarmament" 164 183634 13285
2000-09-15 "east" 276 183634 18712
2000-09-15 "economic" 904 183634 55155
2000-09-15 "effective" 254 183634 11485
2000-09-15 "efforts" 821 183634 35195
2000-09-15 "ensure" 290 183634 11643
2000-09-15 "financial" 287 183634 10368
2000-09-15 "force" 178 183634 10217
2000-09-15 "forces" 129 183634 10811
2000-09-15 "foreign" 242 183634 13288
2000-09-15 "free" 225 183634 10472
2000-09-15 "freedom" 107 183634 10391
2000-09-15 "future" 398 183634 15552
2000-09-15 "global" 576 183634 21899
2000-09-15 "government" 596 183634 36814
2000-09-15 "hope" 338 183634 19418
2000-09-15 "human" 935 183634 36657
2000-09-15 "implementation" 244 183634 10777
2000-09-15 "including" 255 183634 10842
2000-09-15 "independence" 100 183634 14069
2000-09-15 "international" 2377 183634 117236
2000-09-15 "israel" 87 183634 10545
2000-09-15 "issues" 306 183634 11465
2000-09-15 "justice" 154 183634 10896
2000-09-15 "law" 257 183634 13993
2000-09-15 "major" 199 183634 10592
2000-09-15 "means" 234 183634 11658
2000-09-15 "measures" 237 183634 12398
2000-09-15 "middle" 132 183634 12987
2000-09-15 "military" 145 183634 12335
2000-09-15 "national" 451 183634 23575
2000-09-15 "nations" 3026 183634 124786
2000-09-15 "negotiations" 160 183634 13235
2000-09-15 "nuclear" 333 183634 22934
2000-09-15 "operation" 18 183634 15661
2000-09-15 "organization" 806 183634 35640
2000-09-15 "palestinian" 132 183634 10259
2000-09-15 "parties" 217 183634 11257
2000-09-15 "past" 211 183634 10918
2000-09-15 "peace" 1440 183634 77842
2000-09-15 "peaceful" 189 183634 15088
2000-09-15 "people" 854 183634 54354
2000-09-15 "peoples" 412 183634 25181
2000-09-15 "policy" 146 183634 13567
2000-09-15 "political" 530 183634 33692
2000-09-15 "poverty" 459 183634 10387
2000-09-15 "powers" 45 183634 10041
2000-09-15 "president" 408 183634 18758
2000-09-15 "principles" 274 183634 16368
2000-09-15 "process" 593 183634 19495
2000-09-15 "progress" 318 183634 17577
2000-09-15 "question" 170 183634 11259
2000-09-15 "recent" 202 183634 11188
2000-09-15 "regard" 265 183634 11452
2000-09-15 "region" 452 183634 21386
2000-09-15 "regional" 316 183634 13213
2000-09-15 "relations" 273 183634 18910
2000-09-15 "republic" 518 183634 23316
2000-09-15 "resolution" 240 183634 14938
2000-09-15 "resolutions" 178 183634 10068
2000-09-15 "resources" 355 183634 15034
2000-09-15 "respect" 343 183634 17360
2000-09-15 "responsibility" 250 183634 10002
2000-09-15 "rights" 723 183634 33678
2000-09-15 "role" 481 183634 15396
2000-09-15 "secretary" 422 183634 18224
2000-09-15 "security" 1384 183634 58620
2000-09-15 "session" 466 183634 29355
2000-09-15 "settlement" 125 183634 10468
2000-09-15 "situation" 294 183634 22626
2000-09-15 "social" 456 183634 21320
2000-09-15 "solution" 157 183634 14990
2000-09-15 "south" 267 183634 26854
2000-09-15 "special" 234 183634 12822
2000-09-15 "stability" 340 183634 11323
2000-09-15 "support" 615 183634 30258
2000-09-15 "system" 291 183634 16129
2000-09-15 "terrorism" 131 183634 11726
2000-09-15 "time" 507 183634 25425
2000-09-15 "trade" 359 183634 12834
2000-09-15 "union" 199 183634 10537
2000-09-15 "united" 2927 183634 120949
2000-09-15 "view" 209 183634 11343
2000-09-15 "war" 310 183634 21426
2000-09-15 "weapons" 344 183634 16939
2000-09-15 "world" 1502 183634 89132
2001-09-15 "achieve" 182 162750 10213
2001-09-15 "action" 377 162750 16503
2001-09-15 "africa" 412 162750 29980
2001-09-15 "african" 335 162750 18219
2001-09-15 "agreement" 170 162750 12320
2001-09-15 "arab" 79 162750 11247
2001-09-15 "arms" 125 162750 11210
2001-09-15 "assembly" 676 162750 39932
2001-09-15 "assistance" 228 162750 11561
2001-09-15 "based" 193 162750 10704
2001-09-15 "challenges" 289 162750 10170
2001-09-15 "change" 129 162750 11309
2001-09-15 "charter" 171 162750 16097
2001-09-15 "commitment" 268 162750 10328
2001-09-15 "common" 233 162750 10870
2001-09-15 "community" 844 162750 37936
2001-09-15 "conference" 400 162750 21701
2001-09-15 "conflict" 361 162750 16727
2001-09-15 "conflicts" 235 162750 11456
2001-09-15 "continue" 337 162750 19221
2001-09-15 "cooperation" 545 162750 17552
2001-09-15 "council" 650 162750 29218
2001-09-15 "countries" 1190 162750 85811
2001-09-15 "country" 718 162750 39541
2001-09-15 "crisis" 138 162750 12500
2001-09-15 "delegation" 192 162750 12971
2001-09-15 "democratic" 254 162750 14000
2001-09-15 "determination" 133 162750 10119
2001-09-15 "developed" 231 162750 12428
2001-09-15 "developing" 403 162750 26012
2001-09-15 "development" 1217 162750 63063
2001-09-15 "disarmament" 90 162750 13285
2001-09-15 "east" 234 162750 18712
2001-09-15 "economic" 722 162750 55155
2001-09-15 "effective" 238 162750 11485
2001-09-15 "efforts" 637 162750 35195
2001-09-15 "ensure" 239 162750 11643
2001-09-15 "financial" 207 162750 10368
2001-09-15 "force" 139 162750 10217
2001-09-15 "forces" 127 162750 10811
2001-09-15 "foreign" 140 162750 13288
2001-09-15 "free" 151 162750 10472
2001-09-15 "freedom" 120 162750 10391
2001-09-15 "future" 259 162750 15552
2001-09-15 "global" 651 162750 21899
2001-09-15 "government" 786 162750 36814
2001-09-15 "hope" 290 162750 19418
2001-09-15 "human" 662 162750 36657
2001-09-15 "implementation" 260 162750 10777
2001-09-15 "including" 261 162750 10842
2001-09-15 "independence" 56 162750 14069
2001-09-15 "international" 2437 162750 117236
2001-09-15 "israel" 155 162750 10545
2001-09-15 "issues" 216 162750 11465
2001-09-15 "justice" 212 162750 10896
2001-09-15 "law" 247 162750 13993
2001-09-15 "major" 170 162750 10592
2001-09-15 "means" 173 162750 11658
2001-09-15 "measures" 320 162750 12398
2001-09-15 "middle" 149 162750 12987
2001-09-15 "military" 153 162750 12335
2001-09-15 "national" 347 162750 23575
2001-09-15 "nations" 2328 162750 124786
2001-09-15 "negotiations" 111 162750 13235
2001-09-15 "nuclear" 155 162750 22934
2001-09-15 "operation" 32 162750 15661
2001-09-15 "organization" 656 162750 35640
2001-09-15 "palestinian" 230 162750 10259
2001-09-15 "parties" 147 162750 11257
2001-09-15 "past" 147 162750 10918
2001-09-15 "peace" 1405 162750 77842
2001-09-15 "peaceful" 156 162750 15088
2001-09-15 "people" 1124 162750 54354
2001-09-15 "peoples" 298 162750 25181
2001-09-15 "policy" 130 162750 13567
2001-09-15 "political" 505 162750 33692
2001-09-15 "poverty" 483 162750 10387
2001-09-15 "powers" 27 162750 10041
2001-09-15 "president" 364 162750 18758
2001-09-15 "principles" 212 162750 16368
2001-09-15 "process" 418 162750 19495
2001-09-15 "progress" 223 162750 17577
2001-09-15 "question" 101 162750 11259
2001-09-15 "recent" 197 162750 11188
2001-09-15 "regard" 226 162750 11452
2001-09-15 "region" 319 162750 21386
2001-09-15 "regional" 284 162750 13213
2001-09-15 "relations" 187 162750 18910
2001-09-15 "republic" 495 162750 23316
2001-09-15 "resolution" 284 162750 14938
2001-09-15 "resolutions" 225 162750 10068
2001-09-15 "resources" 264 162750 15034
2001-09-15 "respect" 290 162750 17360
2001-09-15 "responsibility" 169 162750 10002
2001-09-15 "rights" 408 162750 33678
2001-09-15 "role" 332 162750 15396
2001-09-15 "secretary" 456 162750 18224
2001-09-15 "security" 1188 162750 58620
2001-09-15 "session" 480 162750 29355
2001-09-15 "settlement" 106 162750 10468
2001-09-15 "situation" 258 162750 22626
2001-09-15 "social" 332 162750 21320
2001-09-15 "solution" 171 162750 14990
2001-09-15 "south" 157 162750 26854
2001-09-15 "special" 256 162750 12822
2001-09-15 "stability" 234 162750 11323
2001-09-15 "support" 550 162750 30258
2001-09-15 "system" 199 162750 16129
2001-09-15 "terrorism" 1513 162750 11726
2001-09-15 "time" 385 162750 25425
2001-09-15 "trade" 310 162750 12834
2001-09-15 "union" 213 162750 10537
2001-09-15 "united" 2515 162750 120949
2001-09-15 "view" 169 162750 11343
2001-09-15 "war" 316 162750 21426
2001-09-15 "weapons" 263 162750 16939
2001-09-15 "world" 1656 162750 89132
2002-09-15 "achieve" 162 151714 10213
2002-09-15 "action" 358 151714 16503
2002-09-15 "africa" 388 151714 29980
2002-09-15 "african" 336 151714 18219
2002-09-15 "agreement" 147 151714 12320
2002-09-15 "arab" 183 151714 11247
2002-09-15 "arms" 99 151714 11210
2002-09-15 "assembly" 595 151714 39932
2002-09-15 "assistance" 204 151714 11561
2002-09-15 "based" 165 151714 10704
2002-09-15 "challenges" 281 151714 10170
2002-09-15 "change" 86 151714 11309
2002-09-15 "charter" 180 151714 16097
2002-09-15 "commitment" 279 151714 10328
2002-09-15 "common" 200 151714 10870
2002-09-15 "community" 859 151714 37936
2002-09-15 "conference" 216 151714 21701
2002-09-15 "conflict" 350 151714 16727
2002-09-15 "conflicts" 207 151714 11456
2002-09-15 "continue" 338 151714 19221
2002-09-15 "cooperation" 514 151714 17552
2002-09-15 "council" 757 151714 29218
2002-09-15 "countries" 1147 151714 85811
2002-09-15 "country" 600 151714 39541
2002-09-15 "crisis" 99 151714 12500
2002-09-15 "delegation" 140 151714 12971
2002-09-15 "democratic" 363 151714 14000
2002-09-15 "determination" 145 151714 10119
2002-09-15 "developed" 230 151714 12428
2002-09-15 "developing" 375 151714 26012
2002-09-15 "development" 1420 151714 63063
2002-09-15 "disarmament" 87 151714 13285
2002-09-15 "east" 381 151714 18712
2002-09-15 "economic" 658 151714 55155
2002-09-15 "effective" 205 151714 11485
2002-09-15 "efforts" 647 151714 35195
2002-09-15 "ensure" 245 151714 11643
2002-09-15 "financial" 193 151714 10368
2002-09-15 "force" 163 151714 10217
2002-09-15 "forces" 103 151714 10811
2002-09-15 "foreign" 119 151714 13288
2002-09-15 "free" 150 151714 10472
2002-09-15 "freedom" 96 151714 10391
2002-09-15 "future" 286 151714 15552
2002-09-15 "global" 551 151714 21899
2002-09-15 "government" 618 151714 36814
2002-09-15 "hope" 290 151714 19418
2002-09-15 "human" 637 151714 36657
2002-09-15 "implementation" 280 151714 10777
2002-09-15 "including" 223 151714 10842
2002-09-15 "independence" 89 151714 14069
2002-09-15 "international" 2382 151714 117236
2002-09-15 "israel" 189 151714 10545
2002-09-15 "issues" 248 151714 11465
2002-09-15 "justice" 168 151714 10896
2002-09-15 "law" 321 151714 13993
2002-09-15 "major" 166 151714 10592
2002-09-15 "means" 155 151714 11658
2002-09-15 "measures" 204 151714 12398
2002-09-15 "middle" 217 151714 12987
2002-09-15 "military" 113 151714 12335
2002-09-15 "national" 343 151714 23575
2002-09-15 "nations" 2386 151714 124786
2002-09-15 "negotiations" 110 151714 13235
2002-09-15 "nuclear" 182 151714 22934
2002-09-15 "operation" 29 151714 15661
2002-09-15 "organization" 560 151714 35640
2002-09-15 "palestinian" 260 151714 10259
2002-09-15 "parties" 156 151714 11257
2002-09-15 "past" 177 151714 10918
2002-09-15 "peace" 1247 151714 77842
2002-09-15 "peaceful" 158 151714 15088
2002-09-15 "people" 900 151714 54354
2002-09-15 "peoples" 232 151714 25181
2002-09-15 "policy" 152 151714 13567
2002-09-15 "political" 419 151714 33692
2002-09-15 "poverty" 425 151714 10387
2002-09-15 "powers" 23 151714 10041
2002-09-15 "president" 367 151714 18758
2002-09-15 "principles" 243 151714 16368
2002-09-15 "process" 372 151714 19495
2002-09-15 "progress" 229 151714 17577
2002-09-15 "question" 93 151714 11259
2002-09-15 "recent" 161 151714 11188
2002-09-15 "regard" 243 151714 11452
2002-09-15 "region" 390 151714 21386
2002-09-15 "regional" 276 151714 13213
2002-09-15 "relations" 169 151714 18910
2002-09-15 "republic" 446 151714 23316
2002-09-15 "resolution" 266 151714 14938
2002-09-15 "resolutions" 317 151714 10068
2002-09-15 "resources" 301 151714 15034
2002-09-15 "respect" 299 151714 17360
2002-09-15 "responsibility" 191 151714 10002
2002-09-15 "rights" 461 151714 33678
2002-09-15 "role" 277 151714 15396
2002-09-15 "secretary" 307 151714 18224
2002-09-15 "security" 1467 151714 58620
2002-09-15 "session" 445 151714 29355
2002-09-15 "settlement" 124 151714 10468
2002-09-15 "situation" 273 151714 22626
2002-09-15 "social" 335 151714 21320
2002-09-15 "solution" 152 151714 14990
2002-09-15 "south" 197 151714 26854
2002-09-15 "special" 196 151714 12822
2002-09-15 "stability" 298 151714 11323
2002-09-15 "support" 571 151714 30258
2002-09-15 "system" 212 151714 16129
2002-09-15 "terrorism" 959 151714 11726
2002-09-15 "time" 345 151714 25425
2002-09-15 "trade" 253 151714 12834
2002-09-15 "union" 290 151714 10537
2002-09-15 "united" 2401 151714 120949
2002-09-15 "view" 170 151714 11343
2002-09-15 "war" 266 151714 21426
2002-09-15 "weapons" 311 151714 16939
2002-09-15 "world" 1434 151714 89132
2003-09-15 "achieve" 197 158738 10213
2003-09-15 "action" 382 158738 16503
2003-09-15 "africa" 387 158738 29980
2003-09-15 "african" 334 158738 18219
2003-09-15 "agreement" 157 158738 12320
2003-09-15 "arab" 109 158738 11247
2003-09-15 "arms" 128 158738 11210
2003-09-15 "assembly" 664 158738 39932
2003-09-15 "assistance" 290 158738 11561
2003-09-15 "based" 173 158738 10704
2003-09-15 "challenges" 397 158738 10170
2003-09-15 "change" 111 158738 11309
2003-09-15 "charter" 227 158738 16097
2003-09-15 "commitment" 298 158738 10328
2003-09-15 "common" 215 158738 10870
2003-09-15 "community" 900 158738 37936
2003-09-15 "conference" 190 158738 21701
2003-09-15 "conflict" 304 158738 16727
2003-09-15 "conflicts" 233 158738 11456
2003-09-15 "continue" 349 158738 19221
2003-09-15 "cooperation" 467 158738 17552
2003-09-15 "council" 725 158738 29218
2003-09-15 "countries" 1073 158738 85811
2003-09-15 "country" 710 158738 39541
2003-09-15 "crisis" 124 158738 12500
2003-09-15 "delegation" 200 158738 12971
2003-09-15 "democratic" 361 158738 14000
2003-09-15 "determination" 135 158738 10119
2003-09-15 "developed" 209 158738 12428
2003-09-15 "developing" 379 158738 26012
2003-09-15 "development" 1264 158738 63063
2003-09-15 "disarmament" 89 158738 13285
2003-09-15 "east" 245 158738 18712
2003-09-15 "economic" 701 158738 55155
2003-09-15 "effective" 240 158738 11485
2003-09-15 "efforts" 650 158738 35195
2003-09-15 "ensure" 274 158738 11643
2003-09-15 "financial" 154 158738 10368
2003-09-15 "force" 150 158738 10217
2003-09-15 "forces" 109 158738 10811
2003-09-15 "foreign" 117 158738 13288
2003-09-15 "free" 159 158738 10472
2003-09-15 "freedom" 143 158738 10391
2003-09-15 "future" 289 158738 15552
2003-09-15 "global" 573 158738 21899
2003-09-15 "government" 593 158738 36814
2003-09-15 "hope" 299 158738 19418
2003-09-15 "human" 624 158738 36657
2003-09-15 "implementation" 271 158738 10777
2003-09-15 "including" 238 158738 10842
2003-09-15 "independence" 58 158738 14069
2003-09-15 "international" 2395 158738 117236
2003-09-15 "israel" 201 158738 10545
2003-09-15 "issues" 289 158738 11465
2003-09-15 "justice" 166 158738 10896
2003-09-15 "law" 302 158738 13993
2003-09-15 "major" 192 158738 10592
2003-09-15 "means" 156 158738 11658
2003-09-15 "measures" 166 158738 12398
2003-09-15 "middle" 203 158738 12987
2003-09-15 "military" 123 158738 12335
2003-09-15 "national" 364 158738 23575
2003-09-15 "nations" 2757 158738 124786
2003-09-15 "negotiations" 89 158738 13235
2003-09-15 "nuclear" 232 158738 22934
2003-09-15 "operation" 29 158738 15661
2003-09-15 "organization" 718 158738 35640
2003-09-15 "palestinian" 231 158738 10259
2003-09-15 "parties" 148 158738 11257
